IngredientIdentifier,Name,Description,CASCODE,ECHA_LINK,EntityId,CategoryId,Carcinogens,EndocrineDisruptors,Allergen,SkinIrritant,Id,CreatedBy,CreatedOn,LastModifiedBy,LastModifiedOn,IsActive,column3
R08194,Fatty acid C1 lead salts,,84776-53-4,,,4,FALSE,FALSE,FALSE,FALSE,9087,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08195,Flue dus learefining,,69029-67-0,,,4,FALSE,FALSE,FALSE,FALSE,9088,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08196,Lead 1hydroxyoctadecanoate,,65127-78-8,,,4,FALSE,FALSE,FALSE,FALSE,9089,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08197,Lead,,7439-92-1,,,4,FALSE,FALSE,FALSE,FALSE,9090,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08198,[(dinitroresorcinolato(OO3)]dihydroxydilead,,84837-22-9,,,4,FALSE,FALSE,FALSE,FALSE,9091,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08199,Dilead chromate oxide,,18454-12-1,,,4,FALSE,FALSE,FALSE,FALSE,9092,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08200,Lead bromide chloride,,13778-36-4,,,4,FALSE,FALSE,FALSE,FALSE,9093,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08201,Lead dihexanoate,,15773-53-2,,,4,FALSE,FALSE,FALSE,FALSE,9094,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08202,Lead selenide,,12069-00-0,,,4,FALSE,FALSE,FALSE,FALSE,9095,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08203,Lea C1branched fatty acids C1neofatty acids naphthenate complexes,,90431-28-0,,,4,FALSE,FALSE,FALSE,FALSE,9096,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08204,Lead dioleate,,1120-46-3,,,4,FALSE,FALSE,FALSE,FALSE,9097,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08205,Gilsonit polymer with cyclopentadien dicyclopentadiene and linseed oi lead salts,,68956-49-0,,,4,FALSE,FALSE,FALSE,FALSE,9098,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08206,Tetracosanoic aci lead(2+) salt,,28267-01-08,,,4,FALSE,FALSE,FALSE,FALSE,9099,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08207,Pheno tetrapropyle lead(2+) salt,,122332-23-4,,,4,FALSE,FALSE,FALSE,FALSE,9100,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08208,Lead hydrogen arsenate,,7784-40-9,,,4,FALSE,FALSE,FALSE,FALSE,9101,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08209,Lea C2branched carboxylate naphthenate octanoate complexes,,83711-47-1,,,4,FALSE,FALSE,FALSE,FALSE,9102,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08210,lead(II) perchlorate trihydrate,,13453-62-8,,,4,FALSE,FALSE,FALSE,FALSE,9103,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08211,Silicic aci chromium lead salt,,11113-70-5,,,4,FALSE,FALSE,FALSE,FALSE,9104,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08212,Lead sulphite,,2025917,,,4,FALSE,FALSE,FALSE,FALSE,9105,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08213,Lead(2+) neodecanoate,,71684-29-2,,,4,FALSE,FALSE,FALSE,FALSE,9106,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08214,Bismuth lead ruthenium oxide,,65229-22-3,,,4,FALSE,FALSE,FALSE,FALSE,9107,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08215,Lead germanate,,12435-47-1,,,4,FALSE,FALSE,FALSE,FALSE,9108,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08216,Chlorotriethylplumbane,,1067-14-7,,,4,FALSE,FALSE,FALSE,FALSE,9109,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08217,203Pb,,14687-25-3,,,4,FALSE,FALSE,FALSE,FALSE,9110,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08218,Matt coppelea telluriucontg.,,100656-53-9,,,4,FALSE,FALSE,FALSE,FALSE,9111,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08219,Residue lead smelting wastewater treatment,,94551-78-7,,,4,FALSE,FALSE,FALSE,FALSE,9112,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08220,Fatty acid C1 lead salts,,91031-61-7,,,4,FALSE,FALSE,FALSE,FALSE,9113,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08221,Silicic aci lead salt,,11120-22-2,,,4,FALSE,FALSE,FALSE,FALSE,9114,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08222,Plumban triethyl[[(methylphenyl)sulfonyl]oxy,,43135-86-0,,,4,FALSE,FALSE,FALSE,FALSE,9115,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08223,(maleato)trioxotetralead,,12275-07-09,,,4,FALSE,FALSE,FALSE,FALSE,9116,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08224,Isodecanoic aci lead(2+) sal basic,,91671-82-8,,,4,FALSE,FALSE,FALSE,FALSE,9117,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08225,Tetrabutylplumbane,,1920-90-7,,,4,FALSE,FALSE,FALSE,FALSE,9118,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08226,Fatty acid tallo hydrogenate lead salts,,68605-98-1,,,4,FALSE,FALSE,FALSE,FALSE,9119,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08227,[phthalato()]oxodilead,,57142-78-6,,,4,FALSE,FALSE,FALSE,FALSE,9120,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08228,Lead chloride,,12612-47-4,,,4,FALSE,FALSE,FALSE,FALSE,9121,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08229,Chlorotrimethylplumbane,,1520-78-1,,,4,FALSE,FALSE,FALSE,FALSE,9122,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08230,Lead acetate,,15347-57-6,,,4,FALSE,FALSE,FALSE,FALSE,9123,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08231,Slag precious metal recovery lead refining,,69029-85-2,,,4,FALSE,FALSE,FALSE,FALSE,9124,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08232,Lead difluoride,,7783-46-2,,,4,FALSE,FALSE,FALSE,FALSE,9125,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08233,Hexaethyldiplumbane,,2388-00-3,,,4,FALSE,FALSE,FALSE,FALSE,9126,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08234,Fatty acid C2branche lead salts,,125328-49-6,,,4,FALSE,FALSE,FALSE,FALSE,9127,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08235,Lead dioxide,,1309-60-0,,,4,FALSE,FALSE,FALSE,FALSE,9128,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08236,Carbamodithioic aci dipent lead(2+) salt,,109707-90-6,,,4,FALSE,FALSE,FALSE,FALSE,9129,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08237,Trimethyl lead,,7442-13-9,,,4,FALSE,FALSE,FALSE,FALSE,9130,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08238,Boric acid (H3BO3 lead(2+) salt (2:3),,91388-81-7,,,4,FALSE,FALSE,FALSE,FALSE,9131,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08239,Lead phosphite,,16038-76-9,,,4,FALSE,FALSE,FALSE,FALSE,9132,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08240,Lead maleate,,19136-34-6,,,4,FALSE,FALSE,FALSE,FALSE,9133,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08241,(ethylhexanoatO)(neodecanoatO)lead,,94246-93-2,,,4,FALSE,FALSE,FALSE,FALSE,9134,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08242,Plumban dichlorodimethy,,1520-77-0,,,4,FALSE,FALSE,FALSE,FALSE,9135,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08243,Lead fluoride (VAN),,53096-04-01,,,4,FALSE,FALSE,FALSE,FALSE,9136,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08244,Ethanedioic aci lead salt,,15843-48-8,,,4,FALSE,FALSE,FALSE,FALSE,9137,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08245,Trilead diarsenate,,3687-31-8,,,4,FALSE,FALSE,FALSE,FALSE,9138,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08246,Lead(2+) (Zhexadeenoate,,93858-24-3,,,4,FALSE,FALSE,FALSE,FALSE,9139,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08247,Ethyltrimethylplumbane,,1762-26-1,,,4,FALSE,FALSE,FALSE,FALSE,9140,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08248,Lea dros bismutrich,,69029-46-5,,,4,FALSE,FALSE,FALSE,FALSE,9141,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08249,Sulfuric aci lead sal tetrabasic,,52732-72-6,,,4,FALSE,FALSE,FALSE,FALSE,9142,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08250,Lead tungsten oxide,,12737-98-3,,,4,FALSE,FALSE,FALSE,FALSE,9143,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08251,Slimes and Sludge precious metal refining,,98072-61-8,,,4,FALSE,FALSE,FALSE,FALSE,9144,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08252,Bis(pentandionatO')lead,,15282-88-9,,,4,FALSE,FALSE,FALSE,FALSE,9145,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08253,1Indol (triphenylplumbyl,,56240-92-7,,,4,FALSE,FALSE,FALSE,FALSE,9146,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08254,Lead nitrite,,13826-65-8,,,4,FALSE,FALSE,FALSE,FALSE,9147,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08255,Lea zinc dross,,94551-60-7,,,4,FALSE,FALSE,FALSE,FALSE,9148,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08256,Barium bismuth lead niobium titanium oxide,,68987-33-7,,,4,FALSE,FALSE,FALSE,FALSE,9149,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08257,Plumban acetoxytripropy,,13266-07-04,,,4,FALSE,FALSE,FALSE,FALSE,9150,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08258,Dehydrated castor oil fatty acid glycerin C36 fatty acid dimer litharge polymer,,70879-91-3,,,4,FALSE,FALSE,FALSE,FALSE,9151,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08259,Trilead dicitrate,,512-26-5,,,4,FALSE,FALSE,FALSE,FALSE,9152,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08260,Chromic acid (H2CrO4 lead(2 ) salt,,15804-54-3,,,4,FALSE,FALSE,FALSE,FALSE,9153,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08261,Dilead dirhodium heptaoxide,,37240-96-3,,,4,FALSE,FALSE,FALSE,FALSE,9154,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08262,Lea isooctanoate neodecanoate complexe basic,,84929-95-3,,,4,FALSE,FALSE,FALSE,FALSE,9155,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08263,(isodecanoatO)(neodecanoatO)lead,,94246-87-4,,,4,FALSE,FALSE,FALSE,FALSE,9156,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08264,Lead picrate (dry),,25721-38-4,,,4,FALSE,FALSE,FALSE,FALSE,9157,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08265,Diacetoxydiphenylplumbane,,6928-68-3,,,4,FALSE,FALSE,FALSE,FALSE,9158,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08266,Lea isooctanoate naphthenate complexe basic,,90431-42-8,,,4,FALSE,FALSE,FALSE,FALSE,9159,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08267,Lea C2neocarboxylate ethylhexanoate complexe basic,,125494-56-6,,,4,FALSE,FALSE,FALSE,FALSE,9160,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08268,Silicic acid (H2SiO3 calcium salt (1:1 lead and manganesdoped,,100402-96-8,,,4,FALSE,FALSE,FALSE,FALSE,9161,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08269,Residue lead roaster,,69029-78-3,,,4,FALSE,FALSE,FALSE,FALSE,9162,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08270,Trilead bis(carbonate) dihydroxide,,1319-46-6,,,4,FALSE,FALSE,FALSE,FALSE,9163,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08271,Lead dipropionate,,814-70-0,,,4,FALSE,FALSE,FALSE,FALSE,9164,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08272,Lead chlorate,,10294-47-0,,,4,FALSE,FALSE,FALSE,FALSE,9165,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08273,2457Tetrabromofluorescein lead salt,,51868-24-7,,,4,FALSE,FALSE,FALSE,FALSE,9166,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08274,Trilead dioxide phosphonate,,12141-20-7,,,4,FALSE,FALSE,FALSE,FALSE,9167,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08275,Speis leazinc,,93821-72-8,,,4,FALSE,FALSE,FALSE,FALSE,9168,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08276,Tetramethyllead,,75-74-1,,,4,FALSE,FALSE,FALSE,FALSE,9169,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08277,Lead dilinoleate,,33627-12-2,,,4,FALSE,FALSE,FALSE,FALSE,9170,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08278,terButylbenzoic acid lead salt,,3249-60-3,,,4,FALSE,FALSE,FALSE,FALSE,9171,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08279,Lea isodecanoate isononanoate complexe basic,,90431-36-0,,,4,FALSE,FALSE,FALSE,FALSE,9172,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08280,Petrolatum (petroleum oxidize lead salt,,67674-14-0,,,4,FALSE,FALSE,FALSE,FALSE,9173,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08281,Lead distearate,,1072-35-1,,,4,FALSE,FALSE,FALSE,FALSE,9174,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08282,Fatty acid taloi lead salts,,61788-54-3,,,4,FALSE,FALSE,FALSE,FALSE,9175,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08283,Lead disodium dioxide,,12034-30-9,,,4,FALSE,FALSE,FALSE,FALSE,9176,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08284,Resin acids and Rosin acid calcium salt polymers with lead resinates and sapond. linseed oil,,68139-27-5,,,4,FALSE,FALSE,FALSE,FALSE,9177,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08285,Lead silicate sulfate,,12687-78-4,,,4,FALSE,FALSE,FALSE,FALSE,9178,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08286,Lead hexafluorosilicate,,25808-74-6,,,4,FALSE,FALSE,FALSE,FALSE,9179,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08287,Basic lead betresorcylate,,68954-05-02,,,4,FALSE,FALSE,FALSE,FALSE,9180,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08288,Waste solid lead silver anode,,94552-05-03,,,4,FALSE,FALSE,FALSE,FALSE,9181,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08289,[Nitrooxy(diphenyl)plumbyl] nitrate,,41825-28-9,,,4,FALSE,FALSE,FALSE,FALSE,9182,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08290,Lead acrylate,,14466-01-04,,,4,FALSE,FALSE,FALSE,FALSE,9183,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08291,Spinel boron calcium lead silicon white,,68555-05-05,,,4,FALSE,FALSE,FALSE,FALSE,9184,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08292,Nitroresorcino lead salt,,51317-24-9,,,4,FALSE,FALSE,FALSE,FALSE,9185,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08293,(isononanoatO)(neodecanoatO)lead,,94481-58-0,,,4,FALSE,FALSE,FALSE,FALSE,9186,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08294,Fume lead,,94551-66-3,,,4,FALSE,FALSE,FALSE,FALSE,9187,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08295,Lead(2+) (R1hydroxyoleate,,13094-04-07,,,4,FALSE,FALSE,FALSE,FALSE,9188,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08296,Lead hexafluorsilicate,,1310-03-08,,,4,FALSE,FALSE,FALSE,FALSE,9189,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08297,Lead bis(dimethyldithiocarbamate),,19010-66-3,,,4,FALSE,FALSE,FALSE,FALSE,9190,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08298,Hexanoic aci eth lead(2+) sal basic,,68515-76-4,,,4,FALSE,FALSE,FALSE,FALSE,9191,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08299,Lead thiosulphate,,13478-50-7,,,4,FALSE,FALSE,FALSE,FALSE,9192,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08300,Lea C1fatty acid naphthenate complexes,,84067-00-5,,,4,FALSE,FALSE,FALSE,FALSE,9193,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08301,Benzenesulfonic aci C11sealkyl derivs lead(2+) salts,,84961-75-1,,,4,FALSE,FALSE,FALSE,FALSE,9194,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08302,Thiosulphuric aci lead salt,,26265-65-6,,,4,FALSE,FALSE,FALSE,FALSE,9195,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08303,Pheno lead salt,,25987-03-05,,,4,FALSE,FALSE,FALSE,FALSE,9196,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08304,barium calcium cesium lead samarium strontium bromide chloride fluoride iodide europium doped,,199876-46-5,,,4,FALSE,FALSE,FALSE,FALSE,9197,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08305,Lanthanum lead titanium zirconium oxide,,1227908-26-0,,,4,FALSE,FALSE,FALSE,FALSE,9198,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08306,Bismuth allo Bi 5Pb 2Cd 1Sn 12 (pbbi50Sn12.5Cd12.5),,76093-98-6,,,4,FALSE,FALSE,FALSE,FALSE,9199,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08307,Lea isononanoate isooctanoate complexe basic,,84929-94-2,,,4,FALSE,FALSE,FALSE,FALSE,9200,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08308,Lead chloride silicate,,39390-00-6,,,4,FALSE,FALSE,FALSE,FALSE,9201,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08309,Tungstate (WO4 calcium (1:1 ( leadoped,,68784-53-2,,,4,FALSE,FALSE,FALSE,FALSE,9202,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08310,Dioxobis(stearato)trilead,,12578-12-0,,,4,FALSE,FALSE,FALSE,FALSE,9203,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08311,Lead molybdate,,10190-55-3,,,4,FALSE,FALSE,FALSE,FALSE,9204,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08312,Lead oxide (Pb2O3),,1314-27-8,,,4,FALSE,FALSE,FALSE,FALSE,9205,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08313,Speis lea nickecontg.,,98246-91-4,,,4,FALSE,FALSE,FALSE,FALSE,9206,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08314,Acetic aci fluo triethyllead salt,,562-95-8,,,4,FALSE,FALSE,FALSE,FALSE,9207,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08315,Leach residue zinc or leacontg.,,91053-49-5,,,4,FALSE,FALSE,FALSE,FALSE,9208,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08316,Silicic aci calcium sal lead and manganesdoped,,102110-36-1,,,4,FALSE,FALSE,FALSE,FALSE,9209,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08317,Lea dros antimonrich,,69029-45-4,,,4,FALSE,FALSE,FALSE,FALSE,9210,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08318,Calcine leazinc ore conc.,,94551-62-9,,,4,FALSE,FALSE,FALSE,FALSE,9211,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08319,212Pb,,15092-94-1,,,4,FALSE,FALSE,FALSE,FALSE,9212,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08320,Benzoic aci buty lead(2+) salt,,91187-55-2,,,4,FALSE,FALSE,FALSE,FALSE,9213,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08321,Spinel lead silicon tin zinc white,,68555-07-07,,,4,FALSE,FALSE,FALSE,FALSE,9214,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08322,Decanoic aci lead salt,,20403-42-3,,,4,FALSE,FALSE,FALSE,FALSE,9215,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R08323,Hexanoic aci trimeth lead(2+) sal basic,,68515-77-5,,,4,FALSE,FALSE,FALSE,FALSE,9216,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
