IngredientIdentifier,Name,Description,CASCODE,ECHA_LINK,EntityId,CategoryId,Carcinogens,EndocrineDisruptors,Allergen,SkinIrritant,Id,CreatedBy,CreatedOn,LastModifiedBy,LastModifiedOn,IsActive,column3
G00001,Saccharomyces/Leuconostoc/Apple Fruit/Carrot Root/Radish Root/Cabbage Leaf/Celery Leaf/Cucumber Fruit/Banana Fruit/Onion Bulb/Arctium Lappa Root/Spinach Leaf/ Orange Peel/Tomato Fruit/Phaseolus Radiatus Sprout/Pumpkin Fruit Extract Ferment Filtrate,,,,,1,FALSE,FALSE,FALSE,FALSE,1,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00002,Lactobacillus/Centella Asiatica/Gleditsia Sinensis Thorn/Houttuynia Cordata Extract/Phellodendron Amurense Bark/Polygonum Cuspidatum Root/Prunella Vulgaris/Torilis Japonica Extract Ferment Filtrate,,,,,1,FALSE,FALSE,FALSE,FALSE,2,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00003,Bacillus/Cordyceps Sinensis/Ganoderma Lucidum/Inonotus Obliquus/Lentinus Edodes/Phellinus Linteus/Schizophyllum Commune/Tricholoma Matsutake Extract Ferment Filtrate,,,,,1,FALSE,FALSE,FALSE,FALSE,3,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00004,Ziziphus Spina-Christi Leaf,,Jujube leaves,,,1,FALSE,FALSE,FALSE,FALSE,4,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00005,Zingiber Officinale Water,,84696-15-1 - Ginger water,,,1,FALSE,FALSE,FALSE,FALSE,5,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00006,Zingiber Officinale Root Oil,,8007-08-7 - Ginger root oil,,,1,FALSE,FALSE,FALSE,FALSE,6,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00007,Zingiber Officinale Root Extract,,84696-15-1 - Ginger root extract,,,1,FALSE,FALSE,FALSE,FALSE,7,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00008,Zingiber Officinale Extract,,84696-15-1 - Ginger extract,,,1,FALSE,FALSE,FALSE,FALSE,8,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00009,Zingiber Cassumunar Root Oil,,84696-15-1 / 8007-08-7,,,1,FALSE,FALSE,FALSE,FALSE,9,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00010,Zinc Stearate,,0557-05-01,,,1,FALSE,FALSE,FALSE,FALSE,10,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00011,Zinc Hydroxyapatite,,,,,1,FALSE,FALSE,FALSE,FALSE,11,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00012,Zea Mays Starch,,9005-25-8 - Corn starch,,,1,FALSE,FALSE,FALSE,FALSE,12,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00013,Zea Mays Silk Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,13,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00014,Zea Mays Oil,,8001-30-7 - Corn oil,,,1,FALSE,FALSE,FALSE,FALSE,14,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00015,Zea Mays Leaf Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,15,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00016,Zea Mays Kernel Extract,,84696-06-0 - Corn grain extract,,,1,FALSE,FALSE,FALSE,FALSE,16,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00017,Zea Mays Germ Oil,,8001-30-7 - Corn oil,,,1,FALSE,FALSE,FALSE,FALSE,17,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00018,Zea Mays Germ Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,18,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00019,Zea Mays Bud/Seed Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,19,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00020,Zanthoxylum Bungeanum Pericarp Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,20,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00021,Zanthoxylum Bungeanum Fruit Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,21,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00022,Zantedeschia Aethiopica Flower Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,22,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00023,Yeast Ferment Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,23,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00024,Xylitylglucoside,,Derived from Xylitol,,,1,FALSE,FALSE,FALSE,FALSE,24,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00025,Xylitol,,87-99-0 - Birch sugar,,,1,FALSE,FALSE,FALSE,FALSE,25,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00026,Ximenia Americana Seed Oil Polyglyceryl-6 Esters,,,,,1,FALSE,FALSE,FALSE,FALSE,26,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00027,Xanthium Sibiricum Fruit Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,27,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00028,Xanthan Gum,,11138-66-2,,,1,FALSE,FALSE,FALSE,FALSE,28,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00029,Woodfordia Fruticosa Flower Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,29,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00030,Wine Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,30,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00031,Watermelon Seed Oil Polyglyceryl-6 Esters,,,,,1,FALSE,FALSE,FALSE,FALSE,31,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00032,Wasabia Japonica Root Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,32,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00033,Wasabia Japonica Leaf Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,33,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00034,Volcanic Soil Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,34,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00035,Volcanic Soil,,,,,1,FALSE,FALSE,FALSE,FALSE,35,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00036,Volcanic Ash Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,36,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00037,Vitis Vinifera Seed Oil,,85594-37-2 / 84929-27-1 / 8024-22-4 - Grape seed oil,,,1,FALSE,FALSE,FALSE,FALSE,37,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00038,Vitis Vinifera Seed Extract,,84929-27-1 - Grape seed extract,,,1,FALSE,FALSE,FALSE,FALSE,38,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00039,Vitis Vinifera Leaf Extract,,85594-37-2 / 84929-27-1 - Grape leaf extract,,,1,FALSE,FALSE,FALSE,FALSE,39,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00040,Vitis Vinifera Fruit Meristem Cell Culture,,,,,1,FALSE,FALSE,FALSE,FALSE,40,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00041,Vitis Vinifera Fruit Juice Ferment Lees Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,41,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00042,Vitis Vinifera Fruit Extract,,85594-37-2 / 84929-27-1 - Grape extract,,,1,FALSE,FALSE,FALSE,FALSE,42,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00043,Virola Sebifera Seed Powder,,,,,1,FALSE,FALSE,FALSE,FALSE,43,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00044,Viper Venom,,,,,1,FALSE,FALSE,FALSE,FALSE,44,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00045,Viola Tricolor Extract,,84012-42-0 - Pansy extract,,,1,FALSE,FALSE,FALSE,FALSE,45,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00046,Viola Mandshurica Flower Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,46,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00047,Vibrio Alginolyticus Ferment Filtrate,,,,,1,FALSE,FALSE,FALSE,FALSE,47,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00048,Vetiveria Zizanoides Root Oil,,8016-96-4 / 84238-29-9,,,1,FALSE,FALSE,FALSE,FALSE,48,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00049,Vetiveria Zizanoides Extract,,84238-29-9 - Vetiver extract,,,1,FALSE,FALSE,FALSE,FALSE,49,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00050,Verbena Officinalis Leaf Extract,,84961-67-1 - Verbena Leaf Extract,,,1,FALSE,FALSE,FALSE,FALSE,50,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00051,Vanillosmopsis Erythropappa Flower/Leaf Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,51,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00052,Vanillosmopsis Erythropappa Flower/Leaf Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,52,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00053,Vanillin,,121-33-5,,,1,FALSE,FALSE,FALSE,FALSE,53,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00054,Vanilla Planifolia Fruit Oil,,8024-06-4 / 84650-63-5 - Vanilla oil,,,1,FALSE,FALSE,FALSE,FALSE,54,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00055,Vanilla Planifolia Fruit Extract,,8024-06-4 / 84650-63-5 - Vanilla extract,,,1,FALSE,FALSE,FALSE,FALSE,55,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00056,Vanilla Planifolia Fruit,,8024-06-4 / 84650-63-5 - Vanilla,,,1,FALSE,FALSE,FALSE,FALSE,56,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00057,Vanda Coerulea Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,57,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00058,Vaccinium Vulcanorum Fruit Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,58,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00059,Vaccinium Oxycoccos Fruit Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,59,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00060,Vaccinium Myrtillus Seed Oil,,84082-34-8 - Blueberry seed oil,,,1,FALSE,FALSE,FALSE,FALSE,60,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00061,Vaccinium Myrtillus Fruit Extract,,84082-34-8 - Blueberry fruit extract,,,1,FALSE,FALSE,FALSE,FALSE,61,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00062,Vaccinium Macrocarpon Seed Powder,,91770-88-6 - Cranberry Seed Powder,,,1,FALSE,FALSE,FALSE,FALSE,62,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00063,Vaccinium Macrocarpon Seed Oil,,91770-88-6,,,1,FALSE,FALSE,FALSE,FALSE,63,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00064,Vaccinium Corymbosum Seed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,64,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00065,Vaccinium Corymbosum Fruit Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,65,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00066,Vaccinium Corymbosum Fruit,,,,,1,FALSE,FALSE,FALSE,FALSE,66,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00067,Vaccinium Angustifolium Seed,,,,,1,FALSE,FALSE,FALSE,FALSE,67,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00068,Vaccinium Angustifolium Leaf Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,68,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00069,Vaccinium Angustifolium Fruit Juice,,,,,1,FALSE,FALSE,FALSE,FALSE,69,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00070,Vaccinium Angustifolium Fruit Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,70,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00071,Vaccinium Angustifolium Fruit,,,,,1,FALSE,FALSE,FALSE,FALSE,71,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00072,Urtica Dioica Leaf Extract,,84012-40-8 - Nettle extract,,,1,FALSE,FALSE,FALSE,FALSE,72,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00073,Urtica Dioica Extract,,84012-40-8 - Nettle extract,,,1,FALSE,FALSE,FALSE,FALSE,73,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00074,Urea,,57-13-6,,,1,FALSE,FALSE,FALSE,FALSE,74,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00075,Undecylenamidopropyl Betaine,,98510-75-9,,,1,FALSE,FALSE,FALSE,FALSE,75,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00076,Undecyl Dimethyl Oxazoline,,,,,1,FALSE,FALSE,FALSE,FALSE,76,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00077,Undaria Pinnatifida Leaf/Stem Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,77,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00078,Undaria Pinnatifida Cell Culture Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,78,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00079,Ulmus Campestris Bark Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,79,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00080,Ulmus Americana Flower Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,80,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00081,Ubiquinone,,303-98-0 / 1339-63-5 / 60684-33-5 - Coenzyme Q10,,,1,FALSE,FALSE,FALSE,FALSE,81,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00082,Typha Orientalis Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,82,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00083,Tulipa Gesneriana Flower Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,83,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00084,Tulipa Darwin Flower Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,84,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00085,Tuber Magnatum Extract,,White truffle extract,,,1,FALSE,FALSE,FALSE,FALSE,85,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00086,Tuber Aestivum Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,86,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00087,Tropolone,,,,,1,FALSE,FALSE,FALSE,FALSE,87,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00088,Trisodium Ethylenediamine Disuccinate,,20846-91-7 / 178949-82-1,,,1,FALSE,FALSE,FALSE,FALSE,88,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00089,Tripeptide-9 Citrulline,,,,,1,FALSE,FALSE,FALSE,FALSE,89,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00090,Tripeptide-9,,,,,1,FALSE,FALSE,FALSE,FALSE,90,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00091,Tripeptide-6,,,,,1,FALSE,FALSE,FALSE,FALSE,91,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00092,Tripeptide-5,,,,,1,FALSE,FALSE,FALSE,FALSE,92,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00093,Tripeptide-41,,,,,1,FALSE,FALSE,FALSE,FALSE,93,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00094,Tripeptide-38,,,,,1,FALSE,FALSE,FALSE,FALSE,94,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00095,Tripeptide-32,,,,,1,FALSE,FALSE,FALSE,FALSE,95,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00096,Tripeptide-31,,,,,1,FALSE,FALSE,FALSE,FALSE,96,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00097,Tripeptide-3,,,,,1,FALSE,FALSE,FALSE,FALSE,97,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00098,Tripeptide-29,,,,,1,FALSE,FALSE,FALSE,FALSE,98,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00099,Tripeptide-2,,,,,1,FALSE,FALSE,FALSE,FALSE,99,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00100,Tripeptide-10 Citrulline,,,,,1,FALSE,FALSE,FALSE,FALSE,100,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00101,Tripeptide-10,,,,,1,FALSE,FALSE,FALSE,FALSE,101,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00102,Tripeptide-1,,,,,1,FALSE,FALSE,FALSE,FALSE,102,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00103,Trimyristin,,,,,1,FALSE,FALSE,FALSE,FALSE,103,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00104,Trimethylsiloxysilylcarbamoyl Pullulan,,,,,1,FALSE,FALSE,FALSE,FALSE,104,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00105,Trimethylpentanediyl Dibenzoate,,,,,1,FALSE,FALSE,FALSE,FALSE,105,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00106,Trimethylolpropane Triisostearate,,,,,1,FALSE,FALSE,FALSE,FALSE,106,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00107,Trimethoxycaprylylsilane,,,,,1,FALSE,FALSE,FALSE,FALSE,107,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00108,Triisostearin,,,,,1,FALSE,FALSE,FALSE,FALSE,108,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00109,Trihydroxystearin,,,,,1,FALSE,FALSE,FALSE,FALSE,109,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00110,Trigonella Foenum-Graecum Seed Extract,,84625-40-1 - Fenugreek seed extract,,,1,FALSE,FALSE,FALSE,FALSE,110,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00111,Trifolium Pratense Extract,,85085-25-2,,,1,FALSE,FALSE,FALSE,FALSE,111,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00112,Trifluoroacetyl Tripeptide-2,,,,,1,FALSE,FALSE,FALSE,FALSE,112,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00113,Triethylhexanoin,,,,,1,FALSE,FALSE,FALSE,FALSE,113,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00114,Triethyl Citrate,,77-93-0,,,1,FALSE,FALSE,FALSE,FALSE,114,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00115,Trientalis Europaea Flower Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,115,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00116,Tridecyl Trimellitate,,,,,1,FALSE,FALSE,FALSE,FALSE,116,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00117,Tridecyl Neopentanoate,,,,,1,FALSE,FALSE,FALSE,FALSE,117,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00118,Trichosanthes Kirilowii Fruit Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,118,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00119,Trichosanthes Cucumerina Root Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,119,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00120,Tricholoma Matsutake Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,120,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00121,Trichilia Emetica Seed Oil Polyglyceryl-6 Esters,,,,,1,FALSE,FALSE,FALSE,FALSE,121,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00122,Trichilia Emetica Seed Butter,,,,,1,FALSE,FALSE,FALSE,FALSE,122,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00123,Tri-C12-13 Alkyl Citrate,,,,,1,FALSE,FALSE,FALSE,FALSE,123,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00124,Tribehenin,,,,,1,FALSE,FALSE,FALSE,FALSE,124,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00125,Triacetin,,,,,1,FALSE,FALSE,FALSE,FALSE,125,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00126,Tri (Polyglyceryl-3/Lauryl) Hydrogenated Trilinoleate,,,,,1,FALSE,FALSE,FALSE,FALSE,126,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00127,Tremella Fuciformis Polysaccharide,,,,,1,FALSE,FALSE,FALSE,FALSE,127,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00128,Trehalose,,,,,1,FALSE,FALSE,FALSE,FALSE,128,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00129,Tourmaline Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,129,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G00130,Torreya Nucifera Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,130,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
